0.11,-0.14,1
0.114,-0.188,1
0.21,-0.2,1
0.194,-0.148,1
0.152,-0.18,1
0.142,-0.278,1
0.272,-0.284,1
0.276,-0.196,1
0.198,-0.262,1
0.276,-0.238,1
0.252,-0.15,1
0.178,-0.366,1
0.248,-0.424,1
0.276,-0.35,1
0.226,-0.296,1
0.33,-0.376,1
0.32,-0.256,1
0.39,-0.284,1
0.476,-0.284,1
0.374,-0.21,1
0.324,-0.184,1
0.438,-0.23,1
0.338,-0.312,1
0.27,-0.372,1
0.202,-0.35,1
0.22,-0.428,1
0.222,-0.462,1
0.16,-0.42,1
0.164,-0.506,1
0.442,-0.274,1
0.288,-0.402,1
0.45,-0.312,1
0.4,-0.316,1
0.334,-0.39,1
0.274,-0.502,1
0.382,-0.35,1
0.35,-0.444,1
0.282,-0.446,1
0.448,-0.848,2
0.452,-0.776,2
0.518,-0.772,2
0.624,-0.786,2
0.584,-0.836,2
0.514,-0.826,2
0.598,-0.808,2
0.52,-0.864,2
0.42,-0.884,2
0.432,-0.822,2
0.346,-0.894,2
0.322,-0.87,2
0.456,-0.788,2
0.574,-0.71,2
0.612,-0.642,2
0.618,-0.692,2
0.766,-0.72,2
0.68,-0.726,2
0.69,-0.77,2
0.632,-0.756,2
0.556,-0.79,2
0.58,-0.758,2
0.552,-0.738,2
0.488,-0.754,2
0.562,-0.706,2
0.6,-0.67,2
0.51,-0.796,2
0.472,-0.862,2
0.464,-0.928,2
0.59,-0.868,2
0.656,-0.796,2
0.544,-0.862,2
0.542,-0.91,2
0.572,-0.812,2
0.518,-0.812,2
0.632,-0.732,2
0.668,-0.68,2
0.656,-0.652,2
0.648,-0.612,2
0.708,-0.662,2
0.75,-0.704,2
0.69,-0.832,2
0.64,-0.852,2
0.678,-0.904,2
0.654,-0.108,2
0.4,-0.832,2
0.388,-0.894,2
0.36,-0.874,2
0.394,-0.926,2
0.346,-0.958,2
0.426,-0.936,2
0.722,-0.694,2
0.682,-0.638,2
0.742,-0.64,2
0.546,-0.69,2
0.536,-0.714,2
0.152,-0.886,1
