0.098,-0.11,2
0.026,-0.08,2
0.058,-0.15,2
0.116,-0.182,2
0.188,-0.276,2
0.244,-0.328,2
0.294,-0.404,2
0.162,-0.25,2
0.164,-0.21,2
0.122,-0.28,2
0.074,-0.32,2
0.064,-0.472,2
0.188,-0.444,2
0.212,-0.362,2
0.268,-0.406,2
0.31,-0.436,2
0.436,-0.468,2
0.378,-0.46,2
0.31,-0.504,2
0.28,-0.558,2
0.198,-0.638,2
0.14,-0.722,2
0.1,-0.804,2
0.042,-0.876,2
0.03,-0.73,2
0.102,-0.624,2
0.136,-0.548,2
0.224,-0.504,2
0.266,-0.48,2
0.29,-0.466,2
0.368,-0.494,2
0.346,-0.532,2
0.296,-0.574,2
0.244,-0.628,2
0.212,-0.696,2
0.168,-0.76,2
0.156,-0.798,2
0.106,-0.872,2
0.148,-0.508,2
0.096,-0.42,2
0.162,-0.322,2
0.384,-0.502,2
0.448,-0.526,2
0.484,-0.512,2
0.504,-0.504,2
0.466,-0.484,2
0.498,-0.48,2
0.572,-0.486,2
0.632,-0.508,2
0.584,-0.518,2
0.634,-0.47,2
0.664,-0.442,2
0.742,-0.374,2
0.774,-0.344,2
0.844,-0.258,2
0.882,-0.192,2
0.926,-0.116,2
0.976,-0.074,2
0.616,-0.51,2
0.616,-0.51,2
0.616,-0.51,2
0.672,-0.506,2
0.684,-0.412,2
0.724,-0.342,2
0.746,-0.302,2
0.77,-0.234,2
0.83,-0.168,2
0.872,-0.106,2
0.664,-0.526,2
0.7,-0.49,2
0.712,-0.532,2
0.764,-0.548,2
0.774,-0.606,2
0.804,-0.64,2
0.834,-0.7,2
0.874,-0.74,2
0.908,-0.762,2
0.972,-0.838,2
0.96,-0.89,2
0.926,-0.824,2
0.872,-0.768,2
0.932,-0.828,2
0.95,-0.91,2
0.998,-0.956,2
0.802,-0.566,2
0.742,-0.498,2
0.782,-0.516,2
0.852,-0.562,2
0.88,-0.626,2
0.922,-0.658,2
0.946,-0.712,2
0.964,-0.746,2
0.89,-0.668,2
0.852,-0.642,2
0.932,-0.734,2
0.934,-0.74,2
0.934,-0.74,2
0.936,-0.438,2
0.9,-0.354,2
0.89,-0.452,2
0.84,-0.432,2
0.794,-0.44,2
0.762,-0.456,2
0.89,-0.472,2
0.898,-0.524,2
0.96,-0.558,2
0.958,-0.572,2
0.92,-0.348,2
0.918,-0.296,2
0.852,-0.35,2
